client_id,first_name,last_name,dob,phone,email,address_street,unit_number,buzzer_code,address_city,address_province,address_postal,lat,lng,home_depot_id,building_type,enrolment_status,enrolment_start_date,closure_date,food_security_level,indigenous_identity_flag,language_primary,interpreter_required,mobility_wheelchair,mobility_walker,mobility_cane,mobility_bedbound,mobility_requires_assistance_at_door,mobility_low_vision,mobility_hard_of_hearing,diet_diabetic,diet_low_sodium,diet_heart_healthy,diet_renal,diet_pureed,diet_minced,diet_soft,diet_gluten_free,diet_vegetarian,diet_vegan,diet_halal,diet_kosher,diet_lactose_free,allergy_peanut_severity,allergy_tree_nut_severity,allergy_shellfish_severity,allergy_fish_severity,allergy_egg_severity,allergy_soy_severity,allergy_wheat_severity,allergy_dairy_severity,has_dog_on_premises,dog_notes,safe_to_leave_unattended,client_trust_level,requires_two_person_team,do_not_enter_home,emergency_contact_name,emergency_contact_phone
CLI-0109,Samantha,Salas,1951-10-05,(250) 858-6178,,283 Bolton Neck,821,#8904,Victoria,BC,V9W 2G2,48.441622,-123.328888,DEP-01,high_rise,active,2025-10-24,,moderate,False,English,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,none,none,severe,none,none,none,none,none,False,,False,trusted,True,False,Emily Thompson,(250) 555-9436
CLI-0110,rhonda,PETERSON,1967-07-19,(250) 943-0545,,497 Susan Harbors Suite 344,,,Victoria,BC,V9S 9K6,48.411607,-123.315738,DEP-01,house,active,"February 11, 2025",,marginal,False,Spanish,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,none,none,none,none,none,none,none,none,False,,True,established,False,False,Melissa Burns,(250) 555-8581
CLI-0111,Timothy,Castro,1963-10-10,(250) 697-2858,keith98@example.com,2404 Michael Mills Suite 733,2275,Unknown,Victoria,BC,V8H 5N9,48.427917,-123.340497,DEP-01,low_rise,active,2024-02-15,,severe,False,English,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,none,none,none,none,severe,none,none,none,False,,False,new,False,False,Denise Hoffman,(250) 555-5420
CLI-0112,Joseph,Rodriguez,1969-08-27,(250) 371-0213,johnsantiago@example.net,301 Rivera Mountains,,,Victoria,BC,V8Z 1T5,48.469805,-123.358125,DEP-02,house,active,2023-08-06,,moderate,False,English,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,mild,none,none,none,none,none,none,mild,False,,False,established,False,False,Randy Smith,(250) 555-8501
CLI-0113,Andrea,Hickman,01/29/1961,,,773 Morris Rue Apt. 193,847,#4773,Victoria,BC,V8J 1D2,48.408731,-123.391398,DEP-01,low_rise,active,2024-02-13,,moderate,False,Tagalog,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,mild,none,none,none,none,none,none,none,True,"Small terrier, barks at strangers",True,new,False,False,Miranda Zuniga,(250) 555-3514
CLI-0114,Robin,Thompson,03/10/1938,(250) 536-0278,,67240 Kenneth Rapids,,,Victoria,BC,V9S 2O4,48.416125,-123.432462,DEP-01,house,active,2024-06-09,,moderate,True,English,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,none,none,none,mild,none,none,none,mild,False,,True,trusted,False,True,William Mitchell,(250) 555-9625
CLI-0115,Veronica,Daniels,1961-11-10,(250) 783-7375,,87431 Martin Mount Suite 205,1798,,Victoria,BC,V9G 0C8,48.422214,-123.30965,DEP-01,low_rise,paused,2023-10-11,,severe,False,English,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,mild,none,none,mild,none,none,none,severe,False,,True,established,True,False,Laura Todd,(250) 555-3243
CLI-0116,Gregory,CHASE,1943-01-31,250-775-0482,gwilcox@example.com,1227 Boyle Avenue,,,Victoria,BC,V9R 7B4,48.419926,-123.325157,DEP-01,house,paused,2024-12-28,,moderate,False,English,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,none,severe,mild,none,none,none,none,none,False,,True,new,False,False,David Molina,(250) 555-9677
CLI-0117,stEpHAnie,TURNER,1966-07-16,(250) 842-3099,greenmichael@example.org,174 Richard Parkway,806,#5704,Victoria,BC,V8Y 2Y1,48.463895,-123.438476,DEP-02,assisted_living,active,2024-03-23,,moderate,False,Vietnamese,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,none,none,none,none,none,none,none,mild,False,,True,trusted,False,False,Stacy Carrillo,(250) 555-2943
CLI-0118,Hannah,FOWLeR,1962-07-16,+1-250-854-5069,michael33@example.org,79568 Todd Unions Apt. 391,,,Victoria,BC,V8W 3J2,48.422236,-123.321478,DEP-01,house,active,2023-09-23,,moderate,False,English,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,none,none,none,none,mild,none,none,none,False,,True,trusted,False,False,Kelsey Cox,(250) 555-2616
CLI-0119,samantha,RodriGueZ,01/12/1970,250-494-4063,,822 Bond Mills,,,Victoria,BC,V9L 9F7,48.492423,-123.311928,DEP-02,house,active,2023-11-21,,marginal,False,English,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,mild,none,none,mild,none,none,none,severe,False,,False,new,False,False,Daniel Aguilar,(250) 555-3764
CLI-0120,CHRISTOPHER,DiXoN,02/06/1931,250-369-0333,,2867 Angelica Spring,2339,#8956,Victoria,BC,V9G 9M1,48.406471,-123.303719,DEP-01,high_rise,active,2025-09-01,,severe,False,English,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,severe,none,none,none,none,none,none,none,False,,False,established,False,False,Miranda Foster,(250) 555-8051
CLI-0121,Lisa,Reese,"December 09, 1932",(250) 539-9501,,65180 Valerie Mountains,,,Victoria,BC,V9K 6O7,48.488013,-123.43213,DEP-02,house,active,2024-04-12,,moderate,False,English,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,none,none,mild,none,none,none,mild,none,False,,True,established,False,False,Jason Mack,(250) 555-5995
CLI-0122,Katie,Good,1954-03-22,250.596.6469,ybrooks@example.com,1825 Gregory Plain Suite 823,2168,#5045,Victoria,BC,V9B 7V6,48.411447,-123.424533,DEP-01,low_rise,active,2025-08-25,,marginal,False,English,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,none,severe,none,none,none,none,mild,none,False,,True,established,False,False,Nicole Good,(250) 555-6133
CLI-0123,Steven,Ball,1942-03-27,(250) 607-0496,opatel@example.org,2431 Lisa Manor Apt. 331,,,Victoria,BC,V9V 8F0,48.420008,-123.389655,DEP-01,house,active,2026-03-08,,severe,False,English,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,none,none,mild,none,none,none,none,none,False,,True,established,False,False,Andrew Harper,(250) 555-3235
CLI-0124,Jacqueline,wilLIamS,04/01/1949,(250) 993-0895,moralesjimmy@example.org,84395 Young Wells,,,Victoria,BC,V9V 8F0,48.402914,-123.33155,DEP-01,house,deceased,01/05/2026,01/07/2026,secure,False,English,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,none,none,mild,none,mild,none,mild,none,False,,True,trusted,False,False,Matthew Walker,(250) 555-8780
CLI-0125,kevin,Brown,05/01/1961,250-590-2275,,687 Teresa Row,,,Victoria,BC,V8L 7W5,48.468274,-123.305503,DEP-01,house,paused,2023-05-29,,moderate,False,Mandarin,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,none,none,mild,none,none,none,mild,none,True,"Boxer, guard dog",False,trusted,False,False,Rachel Flores,(250) 555-5275
CLI-0126,Robert,hernandez,12/06/1956,,,87334 Linda Centers Suite 688,,,Victoria,BC,V9O 0Y0,48.450633,-123.397222,DEP-01,house,active,2024-04-26,,moderate,False,English,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,none,none,mild,mild,mild,none,mild,mild,False,,False,new,False,False,David Harris,(250) 555-5262
CLI-0127,Deborah,Nielsen,1952-08-19,(250) 601-3571,christopher30@example.com,990 Jacob Trace Apt. 735,,,Victoria,BC,V8S 1A8,48.414925,-123.306295,DEP-01,house,active,2025-10-31,,severe,False,English,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,none,none,none,mild,severe,none,none,none,True,"Golden Retriever, friendly",True,established,False,False,Terry Lewis,(250) 555-7241
CLI-0128,James,Figueroa,1935-01-18,,srocha@example.net,3854 Owens Run,2398,#5941,Victoria,BC,V9E 8B9,48.430251,-123.390795,DEP-01,assisted_living,active,03/28/2024,,moderate,False,English,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,none,none,mild,none,none,none,none,none,False,,True,trusted,False,True,Dennis Hunt,(250) 555-3425
CLI-0129,tyler,Garcia,1964-07-31,250-552-3921,ugill@example.org,6093 Allen Plaza Suite 423,1734,#1616,Victoria,BC,V9F 2X8,48.412365,-123.435963,DEP-01,low_rise,paused,2024-06-23,,moderate,False,English,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,none,severe,none,severe,none,none,none,severe,True,"Poodle mix, barks at strangers",False,trusted,False,False,James Whitaker,(250) 555-7535
CLI-0130,VICTOR,Pena,1952-11-27,250-526-3413,jonathan77@example.com,522 White Plains,414,#9127,Victoria,BC,V8M 6J2,48.408919,-123.322148,DEP-01,SRO,active,2026-01-15,,severe,False,English,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,none,mild,none,none,none,none,none,mild,False,,True,established,False,False,Tina Warren DVM,(250) 555-7961
CLI-0131,Charles,Meyers,"July 24, 1938",(250) 418-1347,duranrobert@example.net,20387 Brown Route,,,Victoria,BC,V9L 4S1,48.441302,-123.380302,DEP-01,house,paused,2023-05-19,,marginal,False,English,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,none,none,none,none,mild,severe,none,none,False,,False,established,False,False,Lisa Webb,(250) 555-2833
CLI-0132,tony,Smith,1948-09-17,250-974-3322,,08484 Wayne Square Suite 211,361,,Victoria,BC,V8A 3P2,48.481597,-123.345595,DEP-02,low_rise,active,09/24/2025,,severe,False,Vietnamese,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,none,none,none,severe,none,none,none,none,False,,True,new,True,False,Daisy Harvey,(250) 555-8755
CLI-0133,jOhnNy,Gomez,1940-03-03,250-524-6719,zmiller@example.com,341 Clayton Light,1484,#1143,Victoria,BC,V9O 6A2,48.411694,-123.356595,DEP-01,low_rise,active,2024-05-13,,moderate,False,French,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,none,none,none,none,mild,none,none,none,False,,False,new,False,False,John Walsh,(250) 555-2977
CLI-0134,Jacqueline,MILLER,1963-10-20,(250) 929-0499,vnewman@example.net,033 Nelson Club,1578,,Victoria,BC,V9Z 5Y0,48.456198,-123.377045,DEP-01,assisted_living,paused,2024-10-14,,severe,False,Spanish,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,none,none,mild,none,none,mild,none,none,True,"Boxer, barks at strangers",True,new,False,False,Diana Daniels,(250) 555-9677
CLI-0135,Dominique,White,1954-02-09,(250) 268-4142,alexis39@example.org,42939 Rhodes Plains Suite 621,909,#6727,Victoria,BC,V9N 6O8,48.442172,-123.415773,DEP-01,assisted_living,paused,2025-04-25,,severe,False,English,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,mild,none,none,none,mild,mild,none,none,False,,True,established,False,False,Valerie Brown,(250) 555-6480
CLI-0136,Samuel,ROBERSON,1946-03-17,(250) 269-1161,,996 Johnson Groves Suite 735,,,Victoria,BC,V8Q 8J3,48.438999,-123.342168,DEP-01,house,active,2025-01-14,,moderate,False,Mandarin,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,severe,none,mild,none,none,none,none,none,False,,False,established,False,False,Jaime Lopez,(250) 555-8443
CLI-0137,Brenda,james,"September 09, 1943",250-480-9717,,11426 Jodi Island Suite 110,1828,#2428,Victoria,BC,V9C 1B6,48.409799,-123.343254,DEP-01,low_rise,closed,2025-12-16,2026-01-12,moderate,False,English,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,none,mild,none,severe,none,none,none,none,False,,False,established,False,False,Jill Juarez,(250) 555-5644
CLI-0138,CURTIS,MILLER,1935-05-25,(250) 940-3954,,8886 Anthony Knoll Apt. 995,2050,,Victoria,BC,V9A 1R5,48.421558,-123.327131,DEP-01,low_rise,active,2023-07-16,,moderate,False,English,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,none,none,mild,none,none,none,none,none,False,,True,established,False,False,Alexandria Gutierrez,(250) 555-9713
CLI-0139,kimberly,Hardy,02/06/1958,(250) 924-0880,ashleyjackson@example.com,44472 Gary Harbor,369,#6769,Victoria,BC,V8H 9O1,48.417974,-123.447154,DEP-01,assisted_living,paused,2025-01-31,,moderate,True,English,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,none,none,none,none,mild,none,none,none,False,,True,new,False,False,John Jones,(250) 555-4829
CLI-0140,JOHNATHAN,Wright,1961-09-30,250-262-4502,,937 Derek Avenue Suite 596,1504,,Victoria,BC,V8H 8U2,48.491374,-123.447207,DEP-02,low_rise,active,2025-07-27,,moderate,False,English,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,mild,none,mild,none,none,none,none,none,False,,False,trusted,False,False,Erin Cook,(250) 555-8417
CLI-0141,Lisa,VILLARREAL,1958-08-22,(250) 488-5467,,5937 Thompson Locks,130,#3525,Victoria,BC,V9K 3O9,48.427301,-123.350658,DEP-01,low_rise,active,14/01/2024,,moderate,True,Vietnamese,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,none,none,none,mild,none,none,none,none,True,"Poodle mix, shy",True,established,False,False,Doris Neal,(250) 555-7489
CLI-0142,TRAVIS,JOHNSTON,"March 19, 1941",,,6465 Sarah Flats,,,Victoria,BC,V9F 8G9,48.411095,-123.408398,DEP-01,house,active,09/04/2024,,secure,False,English,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,none,none,none,none,none,mild,none,none,True,"German Shepherd, barks at strangers",True,established,True,False,Kimberly Maldonado,(250) 555-4225
CLI-0143,Andrea,Benton,21/09/1944,,nhahn@example.com,167 Cynthia Garden Suite 266,1492,#1759,Victoria,BC,V8A 7N0,48.416448,-123.403379,DEP-01,low_rise,active,2025-02-28,,severe,False,English,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,none,none,none,none,none,mild,none,none,False,,True,established,False,False,William Mendoza,(250) 555-4153
CLI-0144,Richard,hunter,05/19/1950,,ystephens@example.com,35290 Rasmussen Isle,1815,#5009,Victoria,BC,V8S 3S2,48.410801,-123.448157,DEP-01,high_rise,active,2024-09-21,,moderate,False,English,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,none,none,none,severe,none,none,none,none,False,,False,trusted,False,False,Jessica Smith,(250) 555-1691
CLI-0145,Jonathan,Dixon,1932-12-07,2508640316,,5679 Michael Burg,,,Victoria,BC,V8W 3O9,48.449593,-123.312007,DEP-01,house,active,25/12/2025,,severe,False,English,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,none,none,mild,mild,none,none,none,none,False,,True,trusted,False,False,Mr. Thomas Miller,(250) 555-2941
CLI-0146,Marie,Cross,1949-01-24,(250) 553-4648,larry73@example.net,7177 Jones Cape Apt. 051,,,Victoria,BC,V8G 8M5,48.414443,-123.311377,DEP-01,house,active,2025-09-11,,severe,False,English,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,none,none,none,none,none,none,none,none,False,,True,established,False,False,Carly Riggs,(250) 555-7178
CLI-0147,John,Thompson,1948-02-12,250-653-3160,,8673 Soto Ferry,1255,#5006,Victoria,BC,V9I 8C2,48.457137,-123.309675,DEP-01,low_rise,paused,2024-12-10,,moderate,False,English,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,none,none,none,none,none,mild,none,none,False,,False,trusted,False,True,Jessica Johnson,(250) 555-7647
CLI-0148,chriSTIna,GOnzALez,1939-02-28,(250) 298-7326,,0334 Barbara Union Apt. 553,,,Victoria,BC,V8P 8Y2,48.482186,-123.336329,DEP-02,house,closed,2024-07-25,2025-03-14,severe,False,English,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,none,none,none,none,none,none,none,none,False,,False,established,False,False,Dennis Huffman,(250) 555-7400
CLI-0149,Allison,Fowler,1970-11-01,2502573282,lcarr@example.org,7924 Emily Island Apt. 341,1736,#1148,Victoria,BC,V9D 5S7,48.406371,-123.392035,DEP-01,low_rise,active,2024-12-29,,secure,False,Vietnamese,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,severe,mild,none,none,none,none,none,none,False,,False,established,True,False,Michael Dixon,(250) 555-9043
CLI-0150,Robert,Taylor,1963-08-02,(250) 559-2683,fhenderson@example.net,274 Jacob Ville,570,,Victoria,BC,V8J 7L4,48.44602,-123.36358,DEP-01,high_rise,active,2024-04-08,,moderate,False,English,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,none,none,none,none,none,none,none,none,False,,True,established,False,True,Anthony Howard,(250) 555-8606
CLI-0151,Albert,Taylor,1931-12-23,(250) 487-1966,,876 Perry Ville Suite 721,,,Victoria,BC,V8W 7E7,48.448476,-123.439764,DEP-02,house,paused,11/03/2024,,marginal,True,English,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,none,none,none,none,mild,none,none,none,False,,True,established,False,False,Rebecca Walker,(250) 555-7810
CLI-0152,ANTONIO,Walker,1963-04-11,(250) 887-2966,gary79@example.net,819 Joseph Plains Suite 807,,,Victoria,BC,V9R 3T3,48.45125,-123.327656,DEP-01,house,closed,2025-07-03,2026-02-07,marginal,False,Punjabi,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,none,severe,none,none,severe,none,none,none,False,,True,established,False,False,Wanda Garcia,(250) 555-4808
CLI-0153,Maria,Potter,1935-08-20,(250) 802-8188,,74517 Kimberly Freeway Apt. 959,,,Victoria,BC,V8H 0T1,48.450342,-123.344306,DEP-01,house,active,2025-09-09,,severe,False,English,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,none,none,mild,none,none,none,none,none,False,,True,trusted,False,False,Carol Taylor,(250) 555-2503
CLI-0154,Jamie,Clark,1948-08-26,250.586.6730,hudsonamanda@example.net,4494 Derek Terrace,1633,,Victoria,BC,V8H 8C6,48.417368,-123.367673,DEP-01,low_rise,active,2025-01-12,,marginal,False,English,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,mild,none,none,none,none,none,none,none,False,,False,new,False,True,Tamara Riddle,(250) 555-7465
CLI-0155,michelle,Martinez,1953-12-01,250-388-4274,johndawson@example.org,2946 Hayes Roads Apt. 684,1136,#7093,Victoria,BC,V9J 9C6,48.497049,-123.394028,DEP-02,assisted_living,closed,12/26/2023,23/01/2025,severe,False,English,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,none,none,none,none,none,none,none,none,False,,True,trusted,False,False,Sherry Gibson,(250) 555-7271
CLI-0156,Tony,perkins,1941-12-08,250-945-2196,simonstephen@example.net,86363 Adams Village Suite 589,,,Victoria,BC,V8D 9Y5,48.458608,-123.33991,DEP-01,house,paused,2024-10-17,,severe,False,English,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,none,none,mild,none,none,none,mild,none,False,,True,established,True,False,Samuel Kramer,(250) 555-1118
CLI-0157,Patricia,Farmer,1951-09-26,250.483.8078,garciakristen@example.com,27706 Wendy Curve,1434,Unknown,Victoria,BC,V8D 3Q0,48.466532,-123.331619,DEP-01,SRO,active,2026-03-16,,severe,False,English,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,mild,none,none,mild,none,none,none,none,False,,False,trusted,True,False,Elizabeth Baxter,(250) 555-7556
CLI-0158,Nancy,Davis,29/11/1946,250-338-9907,,1520 Garrett Stream Apt. 611,2460,,Victoria,BC,V9N 7V1,48.47392,-123.330906,DEP-02,assisted_living,active,2024-12-07,,moderate,False,English,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,none,mild,none,none,none,none,none,severe,False,,True,established,False,False,John Anderson,(250) 555-7252
CLI-0159,Jeremy,FRaZiEr,1939-09-05,250-474-4968,,51627 Jeremy Corners,2451,#4580,Victoria,BC,V9Z 3H4,48.465392,-123.332238,DEP-01,low_rise,active,2023-10-12,,marginal,False,English,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,mild,none,mild,none,none,none,none,none,False,,True,established,False,False,Ashley Edwards,(250) 555-9110
CLI-0160,NICOLE,Taylor,1937-07-19,250-317-7951,,218 Chelsey Expressway,1643,,Victoria,BC,V8Z 5E3,48.42915,-123.305026,DEP-01,assisted_living,paused,2024-07-19,,severe,True,English,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,none,none,mild,mild,none,none,none,none,True,"German Shepherd, shy",False,new,False,False,Nathan Fuller,(250) 555-1922
CLI-0161,Edward,Jenkins,1961-06-07,(250) 925-4706,fheath@example.org,96565 John Rue,,,Victoria,BC,V8B 1Q5,48.409605,-123.303876,DEP-01,house,active,2024-02-14,,moderate,False,English,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,none,none,none,none,none,none,none,none,False,,True,new,False,False,Juan Greene,(250) 555-1323
CLI-0162,cathy,Maxwell,1967-05-08,2502161091,abbottdominique@example.com,983 Phillips Center,871,N/A,Victoria,BC,V9C 8S8,48.43938,-123.327381,DEP-01,high_rise,active,2023-12-26,,severe,False,Punjabi,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,none,mild,mild,none,none,none,none,none,False,,True,established,False,True,Rebecca Allen,(250) 555-4526
CLI-0163,Paul,allen,09/17/1934,2508787711,ricetiffany@example.com,69658 Kathryn Trail Apt. 091,,,Victoria,BC,V8S 5I2,48.495742,-123.359678,DEP-02,house,active,2025-08-27,,secure,False,English,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,none,none,none,none,none,none,none,none,False,,False,established,True,False,Daniel Livingston,(250) 555-3023
CLI-0164,STACY,Sanders,1958-06-21,250.442.0321,,866 Miller Plain Apt. 414,1766,#5107,Victoria,BC,V9S 7D8,48.417573,-123.340751,DEP-01,assisted_living,active,2024-11-13,,moderate,False,English,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,none,none,none,none,none,severe,none,none,False,,False,trusted,False,False,Thomas Mccann,(250) 555-2302
CLI-0165,Eric,murphy,1968-06-24,2503255556,,6303 Sandy Crescent,1124,#5637,Victoria,BC,V8F 9B1,48.407669,-123.413994,DEP-01,SRO,active,2026-01-19,,severe,True,English,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,none,none,none,none,mild,none,mild,none,False,,True,established,False,False,Lee Parker,(250) 555-2931
CLI-0166,judith,Yang,31/12/1935,(250) 227-5771,smithderrick@example.org,5884 Nathan Summit,554,,Victoria,BC,V9G 0X9,48.429006,-123.377531,DEP-01,low_rise,active,2024-12-30,,severe,False,Tagalog,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,none,none,none,none,none,mild,none,none,False,,True,trusted,True,False,Debra Tanner,(250) 555-7464
CLI-0167,kelsey,JOHNSON,09/07/1956,,,8149 Tyler Pass Suite 079,843,,Victoria,BC,V8F 3P4,48.442106,-123.400318,DEP-01,high_rise,active,2026-01-11,,moderate,False,French,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,none,none,none,none,none,none,none,mild,False,,True,trusted,False,False,Christopher Ayala,(250) 555-3436
CLI-0168,Patricia,Craig,1934-10-09,(250) 210-1126,perezwilliam@example.org,07562 Sarah Walks,961,#4621,Victoria,BC,V8I 3E6,48.422938,-123.430156,DEP-01,low_rise,active,05/28/2024,,secure,True,Cantonese,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,none,none,mild,none,none,none,none,none,False,,True,trusted,False,False,Robert Klein,(250) 555-3137
CLI-0169,Diana,Walker,28/02/1930,(250) 978-5655,robertcortez@example.com,518 Harry Unions,1742,#6493,Victoria,BC,V8S 3G7,48.462956,-123.359725,DEP-02,low_rise,closed,2023-09-16,"March 28, 2025",moderate,False,English,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,none,severe,none,severe,none,severe,none,mild,False,,True,established,False,False,Amber Morales,(250) 555-3621
CLI-0170,natalie,Cline,11/24/1939,250.304.2506,,1870 Gonzalez Port Suite 937,1155,,Victoria,BC,V8Z 8O8,48.45719,-123.361183,DEP-01,high_rise,active,27/09/2024,,marginal,False,English,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,none,none,none,none,none,none,mild,mild,True,"Golden Retriever, calm indoors",False,trusted,False,False,Wesley Cuevas,(250) 555-6312
CLI-0171,kimberly,oconnor,1955-04-01,,edwardrandolph@example.org,505 Katherine Lane,,,Victoria,BC,V9E 7H6,48.426879,-123.36275,DEP-01,house,active,2025-12-22,,secure,False,English,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,none,none,mild,none,none,none,none,none,True,"Golden Retriever, friendly",True,trusted,False,True,Monica Garcia,(250) 555-8279
CLI-0172,Alyssa,ALLEN,1966-05-14,250-849-4792,,24103 Haynes Landing Suite 191,2145,,Victoria,BC,V9E 3B8,48.481546,-123.403892,DEP-02,low_rise,active,2023-12-24,,secure,True,English,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,none,none,mild,none,none,none,none,none,False,,False,established,True,False,Mandy Foster,(250) 555-2251
CLI-0173,Brittany,Brown,1967-06-20,250-393-4165,joelgreen@example.com,557 Hall Flats Apt. 912,671,,Victoria,BC,V8Y 2K2,48.478886,-123.320743,DEP-02,low_rise,active,2025-12-20,,severe,False,English,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,none,none,none,none,mild,none,none,none,False,,True,new,False,False,Jerry Edwards,(250) 555-7898
CLI-0174,DAVID,Howard,1937-01-13,+1-250-472-1813,shannonford@example.org,49035 Christopher Gateway,,,Victoria,BC,V8X 2D2,48.42425,-123.325827,DEP-01,house,active,2023-06-08,,moderate,False,English,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,none,none,none,none,none,none,none,none,False,,False,established,False,False,Jennifer Williams,(250) 555-5453
CLI-0175,Kent,Wilkins,1947-07-11,250-475-9350,anthonysullivan@example.com,71210 Maria Forges,2149,,Victoria,BC,V8X 3M9,48.497312,-123.371775,DEP-02,low_rise,active,2025-06-27,,marginal,False,Mandarin,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,none,none,none,none,none,severe,none,none,False,,False,new,False,False,Rodney Watson,(250) 555-6830
